data_extracao;codigo;nome;telefone;logradouro;numero;latitude;longitude
10/03/2020 01:58;281;JOÃO DE OLIVEIRA REMIÃO - PARADA 21;33197059;ESTR JOAO DE OLIVEIRA REMIAO ;8640;-30,13549884;-51,09436748
10/03/2020 01:58;360;JOSÉ DO PATROCINIO X JOAQUIM NABUCO; ;R JOSE DO PATROCINIO ;851;-30,0420386;-51,22106474
10/03/2020 01:58;385;PRAIA DE BELAS X CECILIA MEIRELES 1; ;AV PRAIA DE BELAS ;1181;-30,04894255;-51,22792564
10/03/2020 01:58;421;IPIRANGA X AZENHA; ;AV IPIRANGA ;1801;-30,04721383;-51,21177517
10/03/2020 01:58;7;HOSPITAL CRISTO REDENTOR;3345-1858 ;R DOMINGOS RUBBO ;51;-30,01020385;-51,15909064
10/03/2020 01:58;313;BERLIM X PARÁ; ;AV BERLIM ;409;-30,01331591;-51,199852
10/03/2020 01:58;198;ERICO VERISSIMO X VISCONDE DO HERVAL; ;AV ERICO VERISSIMO ;960;-30,05370494;-51,21834817
10/03/2020 01:58;276;SHOPPING TOTAL (ÁREA INTERNA);3018-8818 ;AV CRISTOVAO COLOMBO ;545;-30,02561627;-51,21264187
10/03/2020 01:58;439;ARY TARRAGÔ(RESIDENCIAL ALTO PETRÓPOLIS); ;R TEN ARY TARRAGO ;340;-30,03924466;-51,13562148
10/03/2020 01:58;472;Lima e Silva x República;;R GEN LIMA E SILVA;461;-30,028339;-51,228538
10/03/2020 01:58;140;SÃO PEDRO X BAHIA;3343-5217 ;AV SAO PEDRO ;893;-30,01120844;-51,20040241
10/03/2020 01:58;315;BORDINI, CEL X 24 DE OUTUBRO; ;R CEL BORDINI ;643;-30,02344487;-51,19685556
10/03/2020 01:58;322;CIPO X FRANCISCO BITENCOURT/ARY R LIMA; ;R CIPO ;270;-30,0202897;-51,1614749
10/03/2020 01:58;22;ISMAEL CHAVES BARCELOS C/ BORGES DE MEDEIROS;3224-9803 ;R ISMAEL CHAVES BARCELOS ;0;-30,04406951;-51,22889921
10/03/2020 01:58;106;MADRE ANA X OSCAR PEREIRA;3339-2777 ;R MADRE ANA ;314;-30,0785637;-51,19868673
10/03/2020 01:58;383;PLINIO BRASIL MILANO X EDUARDO CHARTER; ;AV PLINIO BRASIL MILANO ;1120;-30,02044578;-51,18004923
10/03/2020 01:58;406;VERISSIMO ROSA X BENTO GONÇALVES; ;R VERISSIMO ROSA ;44;-30,05725304;-51,1955344
10/03/2020 01:58;486;Nilo Peçanha;;AV DR NILO PECANHA;1640;-30,02777652;-51,17485285
10/03/2020 01:58;18;PORTUGUESA X BENTO GONÇALVES;3336-8635 ;RUA PORTUGUESA ;10;-30,05931572;-51,19284142
10/03/2020 01:58;127;1º DE SETEMBRO X BENTO GONÇALVES;3336-5993 ;R PRIMEIRO DE SETEMBRO ;10;-30,06226228;-51,16451582
10/03/2020 01:58;245;VIG JOSE INACIO X JULIO DE CASTILHOS; ;R VIGARIO JOSE IGNACIO ;114;-30,02640659;-51,22574438
10/03/2020 01:58;147;IGREJA SANTO ANTONIO; ;R TOMAZ EDISON ;61;-30,05908105;-51,20143
10/03/2020 01:58;303;ARI MARINHO X JOSÉ INACIO DA SILVA, MAL; ;R ARI MARINHO ;297;-30,01328336;-51,17956516
10/03/2020 01:58;36;PRAÇA DOM SEBASTIÃO;32240810;AV INDEPENDENCIA ;275;-30,02949802;-51,21876371
10/03/2020 01:58;54;MONTE CRISTO X RODRIGUES DA FONSECA;3248-1286 ;AV MONTE CRISTO;33;-30,11783494;-51,20798022
10/03/2020 01:58;277;RAMIRO BARCELOS;3328-5535 ;R RAMIRO BARCELOS ;1859;-30,03553263;-51,20843581
10/03/2020 01:58;445;AZEVEDO X CONDE DE PORTO ALEGRE; ;TRAVESSA AZEVEDO ;56;-30,01541193;-51,20511254
10/03/2020 01:58;425;GEN LIMA E SILVA X VENÂNCIO AIRES; ;R GEN LIMA E SILVA ;1100;-30,04175614;-51,21781794
10/03/2020 01:58;392;SANTO INACIO X HILARIO RIBEIRO; ;R SANTO INACIO ;96;-30,0243581;-51,20646666
10/03/2020 01:58;465;AV. INDEPENDÊNCIA; ;AV INDEPENDENCIA ;581;-30,02937092;-51,21555678
10/03/2020 01:58;71;MOINHOS SHOPPING;3222-0874 ;R FELIX DA CUNHA ;1099;-30,02299235;-51,20202335
10/03/2020 01:58;437;JOAQUIM DE CARVALHO X JOÃO SALOMONI; ;RUA JOAQUIM DE CARVALHO ;30;-30,11383888;-51,21944436
10/03/2020 01:58;77;ZAFFARI CAVALHADA;3241-2626 ;AV DA CAVALHADA ;3621;-30,10759429;-51,22757941
10/03/2020 01:58;103;PROTÁSIO ALVES X OTÁVIO SANTOS;33861040;R DR OTAVIO SANTOS ;110;-30,04183578;-51,14530855
10/03/2020 01:58;214;BORGES DE MEDEIROS X FERNANDO MACHADO; ;AV BORGES DE MEDEIROS ;929;-30,03483169;-51,22807613
10/03/2020 01:58;390;REPUBLICA X PRAIA DE BELAS; ;RUA DA REPUBLICA ;901;-30,04160769;-51,22801027
10/03/2020 01:58;407;VICENTE DE PAULA D. X BORGES DE MEDEIROS; ;R DR VICENTE DE PAULA DUTRA ;111;-30,0442452;-51,22957592
10/03/2020 01:58;483;Cel. Vicente X Júlio de Castilhos;;R CEL VICENTE;0;-30,024674;-51,22163057
10/03/2020 01:58;88;RECEITA FEDERAL;3227-3799 ;RUA IBANOR TARTAROTTI ;0;-30,03735499;-51,23715363
10/03/2020 01:58;459;AV. GRECIA X AV. FRANCISCO TREIN; ;AV. GRÉCIA S/Nº ;0;-30,01456872;-51,16924482
10/03/2020 01:58;34;ARMANDO BARBEDO X WENCESLAU ESCOBAR;3311-0104 ;R DR ARMANDO BARBEDO ;400;-30,1120402;-51,25521851
10/03/2020 01:58;203;VASCO ALVES X DEMETRIO RIBEIRO; ;R GEN VASCO ALVES ;490;-30,03569;-51,23758466
10/03/2020 01:58;218;JOAQUIM NABUCO X JOSE DO PATROCINIO; ;R JOAQUIM NABUCO ;332;-30,04229844;-51,221638
10/03/2020 01:58;367;LUIZ VOELCKER X CARLOS HUBBER; ;R LUIZ VOELCKER ;281;-30,03695633;-51,17147
10/03/2020 01:58;49;EUGENIO RODRIGUES C/ JOAO ANTONIO DA SILVEIRA;3250-2189 ;R EUGENIO RODRIGUES ;1558;-30,15314511;-51,14833131
10/03/2020 01:58;74;24 DE OUTUBRO X HILÁRIO RIBEIRO;3222-1990 ;R VINTE QUATRO DE OUTUBRO ;474;-30,02646069;-51,20320669
10/03/2020 01:58;3;CARREFOUR PASSO D'AREIA;3341-0629 ;AV PLINIO BRASIL MILANO ;2343;-30,01247529;-51,17137326
10/03/2020 01:58;33;RAMIRO BARCELOS X FREDERICO LINK;3311-4185 ;R CEL FREDERICO LINCK ;25;-30,0297265;-51,20821248
10/03/2020 01:58;89;MARIANTE X MOSTARDEIRO;3222-3560 ;R MARIANTE ;180;-30,02943897;-51,20423884
10/03/2020 01:58;215;HOTEL EVEREST;3225-6269 ;R DUQUE DE CAXIAS ;1319;-30,03367913;-51,22817184
10/03/2020 01:58;28;JUSTIÇA FEDERAL;3286-0316 ;R OTAVIO FRANCISCO CARUSO DA ROCHA ;600;-30,04010069;-51,23477796
10/03/2020 01:58;346;GAUCHOS X ASSIS BRASIL; ;AV DOS GAUCHOS ;2049;-29,99318923;-51,1291307
10/03/2020 01:58;301;AMELIA TELES X NILÓPOLIS; ;R AMELIA TELES ;392;-30,03880257;-51,19100885
10/03/2020 01:58;468;DIRETRIZ 7121 X R JOAO ANTONIO SILVEIRA; ;DIRETRIZ ;7121;-30,1478652;-51,133432
10/03/2020 01:58;344;FLORENCIO YGARTURA X MOSTARDEIRO; ;R DR FLORENCIO YGARTUA ;391;-30,03002164;-51,20302013
10/03/2020 01:58;416;TRAVESSA DO CARMO; ;TRAV DO CARMO ;84;-30,03845878;-51,22600696
10/03/2020 01:58;446;BENNO MENTZ X VINTE E SEIS DE ABRIL; ;R. BENNO MENTZ ;1560;-30,0248466;-51,14662994
10/03/2020 01:58;10;GENERAL CALDWELL X GETÚLIO VARGAS;3233-2503 ;R GEN CALDWELL ;620;-30,05086329;-51,22187839
10/03/2020 01:58;227;CALDAS JUNIOR X ANDRADAS; ;R CALDAS JUNIOR ;261;-30,03069806;-51,23193046
10/03/2020 01:58;373;MIGUEL TOSTES X CABRAL; ;R MIGUEL TOSTES ;621;-30,0336923;-51,2058031
10/03/2020 01:58;376;MUCIO TEIXEIRA X MARCILIO DIAS; ;R MUCIO TEIXEIRA ;699;-30,0512794;-51,22453019
10/03/2020 01:58;46;HOSPITAL ERNESTO DORNELLES;3223-9245 ;AV IPIRANGA ;1801;-30,04721383;-51,21177517
10/03/2020 01:58;64;ZAFFARI F. VIEIRA;3311-3208 ;R FERNANDES VIEIRA ;345;-30,03238028;-51,21095055
10/03/2020 01:58;226;JOAO PESSOA X REPUBLICA; ;AV JOAO PESSOA ;599;-30,03713128;-51,21960001
10/03/2020 01:58;263;HOTEL RADISSON;33882727;AV. CEL. LUCAS DE OLIVEIRA ;995;-30,03125148;-51,19456545
10/03/2020 01:58;449;SERTÓRIO X DONA ALZIRA; ;AV. SERTORIO ;6767;-29,99787862;-51,14001434
10/03/2020 01:58;350;IPIRANGA (HOSPITAL PUC); ;AV IPIRANGA ;6000;-30,05873135;-51,18103701
10/03/2020 01:58;32;JOSÉ DO PATROCÍNIO X REPÚBLICA;3224-8972 ;R JOSE DO PATROCINIO ;413;-30,03902477;-51,22413938
10/03/2020 01:58;14;ADELINO F. JARDIM X MARTIM F. BERTA;3366-8346 ;AV ADELINO FERREIRA JARDIM ;15;-30,02116329;-51,10724664
10/03/2020 01:58;107;ANTONIO GIUDICE X PROTASIO ALVES;3386-4644 ;AV ANTONIO GIUDICE ;115;-30,03808654;-51,12419723
10/03/2020 01:58;173;DIVISA X ICARAÍ; ;AV DIVISA ;480;-30,08468951;-51,2399904
10/03/2020 01:58;293;BORGES DE MEDEIROS X SALGADO FILHO; ;AV BORGES DE MEDEIROS ;450;-30,03052495;-51,22769893
10/03/2020 01:58;404;TULIO DE ROSE X TADEU ONAR; ;AV TULIO DE ROSE ;10;-30,02278188;-51,16324638
10/03/2020 01:58;15;BIG SHOP (SERTÓRIO);3340-4840 ;AV SERTORIO ;6600;-29,99780096;-51,14258119
10/03/2020 01:58;130;LINDÓIA SHOPPING;3347-3610 ;AV PANAMERICANA ;47;-30,00999563;-51,1511133
10/03/2020 01:58;318;CAJU X PROTÁSIO ALVES; ;R CAJU ;23;-30,04359673;-51,18221139
10/03/2020 01:58;379;NUNES X OSCAR PEREIRA; ;R NUNES ;596;-30,06990334;-51,20484947
10/03/2020 01:58;39;PRAÇA PRINCESA ISABEL;3223-1555 ;PCA PRINCESA ISABEL ;0;-30,05077142;-51,21277335
10/03/2020 01:58;78;SOUZA GOMES X WENCESLAU ESCOBAR;3311-9246 ;TRAV GERMANO GARCIA ;10;-30,10989681;-51,25351822
10/03/2020 01:58;254;HOTEL EMBAIXADOR;32801213;R JERONIMO COELHO ;325;-30,03263755;-51,2260527
10/03/2020 01:58;387;PRAIA DE BELAS X BASTIAN; ;AV PRAIA DE BELAS ;1400;-30,05059368;-51,22808184
10/03/2020 01:58;422;PRINCESA ISABEL X GOMES JARDIM; ;AV PRINCESA ISABEL ;771;-30,04715196;-51,20599307
10/03/2020 01:58;37;LAGEADO / NACIONAL;3332-8343 ;AV LAGEADO ;507;-30,0395013;-51,18447489
10/03/2020 01:58;43;JOSÉ DE ALENCAR X GONÇALVES DIAS;3233-1098 ;R JOSE DE ALENCAR ;940;-30,06054695;-51,22200004
10/03/2020 01:58;99;TRÊS DE ABRIL (INSS-IAPI);3341-4593 ;R TRES DE ABRIL ;0;-30,01383192;-51,17843312
10/03/2020 01:58;476;Liberdade x Paraguai ;;R LIBERDADE;227;-30,028339;-51,228538
10/03/2020 01:58;16;HOSPITAL DE CLÍNICAS;3332-5789 ;R RAMIRO BARCELOS ;2350;-30,03993118;-51,20811623
10/03/2020 01:58;98;SPORT CLUB SÃO JOSÉ X ASSIS BRASIL;3341-6211 ;R SPORT CLUB SAO JOSE ;75;-30,01035065;-51,17120099
10/03/2020 01:58;323;CLEMENCIANO BARNASQUE X TERESÓPOLIS; ;AV CLEMENCIANO BARNASQUE ;30;-30,08182521;-51,21162078
10/03/2020 01:58;210;AUGUSTO DE CARVALHO X WASHINGTON LUIS; ;AV AUGUSTO DE CARVALHO ;10;-30,03683289;-51,23264156
10/03/2020 01:58;473;Lima e Silva x Venâncio Aires;;R GEN LIMA E SILVA;1066;-30,028339;-51,228538
10/03/2020 01:58;391;SANTA TEREZINHA X JERONIMO DE ORNELAS; ;R SANTA TEREZINHA ;450;-30,04127414;-51,2100301
10/03/2020 01:58;139;MUCIO TEIXEIRA X BOTAFOGO;3233-8416 ;R MUCIO TEIXEIRA ;515;-30,04952944;-51,22424042
10/03/2020 01:58;42;QUINTINO BOCAIÚVA;3342-7366 ;R QUINTINO BOCAIUVA ;136;-30,01920581;-51,19802291
10/03/2020 01:58;169;ITAPITOCAI X ICARAÍ; ;R ITAPITOCAI ;19;-30,090207;-51,24159533
10/03/2020 01:58;275;DUQUE DE CAXIAS;32242088;R DUQUE DE CAXIAS ;717;-30,03380656;-51,23428935
10/03/2020 01:58;279;REPÚBLICA;3225-5211 ;R DA REPUBLICA ;274;-30,02039249;-51,14527467
10/03/2020 01:58;340;FERNANDO GOMES X PADRE CHAGAS; ;R FERNANDO GOMES ;100;-30,02659907;-51,20507573
10/03/2020 01:58;386;PRAIA DE BELAS X CECILIA MEIRELES 2; ;AV PRAIA DE BELAS ;1181;-30,04894255;-51,22792564
10/03/2020 01:58;193;GETULIO VARGAS;30297310;AV GETULIO VARGAS ;1118;-30,05446328;-51,22236419
10/03/2020 01:58;339;FELIX DA CUNHA X MARQUES DO POMBAL; ;R FELIX DA CUNHA ;901;-30,02101353;-51,20212936
10/03/2020 01:58;343;FLAVIO PAUL X CRISTIANO FISCHER; ;R FLAVIO PAUL ;10;-30,05271145;-51,17037859
10/03/2020 01:58;481;PADRE CACIQUE(GIGANTINHO);;AV PADRE CACIQUE;651;-30,028339;-51,228538
10/03/2020 01:58;461;CRISTÓVÃO C. X FELICISSIMO AZEVEDO; ;R. FELICÍSSIMO DE AZEVEDO ;900;-30,01662405;-51,18869267
10/03/2020 01:58;484;Extinto: Polônia x Pernambuco;;AV POLONIA;822;-30,00942936;-51,20083809
10/03/2020 01:58;87;VASCO DA GAMA X JOÃO TELES;3312-4967 ;R VASCO DA GAMA ;15;-30,03173644;-51,21213703
10/03/2020 01:58;368;LUZITANA X ASSIS BRASIL; ;R LUZITANA ;22;-30,00838405;-51,18424029
10/03/2020 01:58;331;CECILIA, DONA X AZENHA; ;R DONA CECILIA ;18;-30,05766143;-51,21545856
10/03/2020 01:58;211;FERNANDO MACHADO X BORGES DE MEDEIROS; ;R CEL FERNANDO MACHADO ;860;-30,03494854;-51,22902175
10/03/2020 01:58;231;GEN CAMARA X SETE DE SETEMBRO; ;R GEN CAMARA ;156;-30,02912044;-51,22994547
10/03/2020 01:58;426;MANOEL ELIAS; ;AV MANOEL ELIAS ;2006;-30,03349728;-51,12138966
10/03/2020 01:58;462;R. ARACY FROES X R. DR OTAVIO DOS SANTOS; ;R ARACY FROES ;257;-30,0397506;-51,14511367
10/03/2020 01:58;464;AV. SEVERO DULLIUS (PEPSI ON STAGE); ;AV SEVERO DULLIUS ;1995;-29,98824385;-51,17814566
10/03/2020 01:58;188;MANOEL LOBATO X ABELARDO MARQUES; ;R PROF MANOEL LOBATO ;151;-30,06986854;-51,21633409
10/03/2020 01:58;440;CECÍLIO MONZA X HEITOR VIEIRA; ;RUA DOUTOR CECÍLIO MONZA ;137;-30,1541397;-51,13432229
10/03/2020 01:58;255;HOTEL SAVOY;3212-9339 ;AV BORGES DE MEDEIROS ;688;-30,03260473;-51,22779951
10/03/2020 01:58;136;SATURNINO DE BRITO X DOM LUIS GUANELLA;3334-9309 ;AV SATURNINO DE BRITO ;1627;-30,02738763;-51,15068009
10/03/2020 01:58;359;JOSÉ DE ALENCAR X ANTENOR LEMOS; ;R JOSE DE ALENCAR ;259;-30,0597098;-51,22900786
10/03/2020 01:58;431;SÃO GUILHERME X BENTO GONÇALVES; ;R SAO GUILHERME ;6;-30,06259661;-51,16142458
10/03/2020 01:58;11;BOURBON IPIRANGA;3315-4433 ;R DEZOITO DE SETEMBRO ;199;-30,05632473;-51,18669572
10/03/2020 01:58;19;CARREFOUR;3336-0034 ;R ALBION ;111;-30,06083967;-51,16581784
10/03/2020 01:58;5;AEROPORTO SALGADO FILHO;3342-5000 ;AV SEVERO DULLIUS ;90010;-29,98912201;-51,16827361
10/03/2020 01:58;272;PORTO ALEGRE RESIDENCE HOTEL; ;TRAV TUYUTY ;10;-30,03336809;-51,22395012
10/03/2020 01:58;288;LUIZ MANOEL GONZAGA X CARLOS GOMES; ;AV LUIZ MANOEL GONZAGA ;450;-30,03410612;-51,1768623
10/03/2020 01:58;463;AV. ÉRICO VERÍSSIMO X AV. IPIRANGA; ;AV ERICO VERISSIMO ;400;-30,04887096;-51,21808072
10/03/2020 01:58;142;CUBANOS X ALBION;3336-5323 ;AV DOS CUBANOS ;303;-30,05890719;-51,16618288
10/03/2020 01:58;109;INSTITUTO DE CARDIOLOGIA;3223-5434 ;AV PRINCESA ISABEL ;395;-30,0488767;-51,20902872
10/03/2020 01:58;320;CÂNCIO GOMES X SANTOS DUMONT; ;R CANCIO GOMES ;372;-30,01704611;-51,20893102
10/03/2020 01:58;29;FÉLIX DA CUNHA X CRISTÓVÃO COLOMBO;3222-2290 ;R FELIX DA CUNHA ;561;-30,01813984;-51,2023972
10/03/2020 01:58;111;SÃO PEDRO X PRESIDENTE ROOSEVELT;3343-5512 ;AV SAO PEDRO;531;-30,00990619;-51,20375356
10/03/2020 01:58;93;EURICO LARA X JOSÉ DE ALENCAR;3233-0213 ;R EURICO LARA ;51;-30,06027566;-51,21693329
10/03/2020 01:58;84;SÃO FRANCISCO X VICENTE DA FONTOURA;3223-4312 ;R VICENTE DA FONTOURA ;1500;-30,04758886;-51,19985023
10/03/2020 01:58;474;Casemiro de Abreu x Bordini, Cel ;;R CASEMIRO DE ABREU;1233;-30,028339;-51,228538
10/03/2020 01:58;470;Félix da Cunha (Anexo);;R FELIX DA CUNHA;681;-30,028339;-51,228538
10/03/2020 01:58;408;24 DE OUTUBRO X OLAVO BARRETO VIANA; ;R VINTE QUATRO DE OUTUBRO ;722;-30,02470849;-51,20104474
10/03/2020 01:58;423;JOÃO GUIMARÃES X PROTÁSIO ALVES; ;R JOAO GUIMARAES ;87;-30,03972025;-51,20150191
10/03/2020 01:58;9;CRISTÓVÃO COLOMBO/FELICÍSSIMO DE AZEVEDO;3342-1733 ;AV CRISTOVAO COLOMBO ;3187;-30,01757956;-51,18835993
10/03/2020 01:58;95;LAURO MÜLLER X A. J. RENNER;3374-2070 ;R LAURO MULLER ;560;-29,99702272;-51,19619605
10/03/2020 01:58;364;LIBERO BADARO X ANITA GARIBALDI; ;R LIBERO BADARO ;420;-30,02154432;-51,17129969
10/03/2020 01:58;441;PRESÍDIO CENTRAL; ;RUA DO PRESÍDIO ;476;-30,07370513;-51,1834641
10/03/2020 01:58;286;DOMINGOS CRESCÊNCIO X SANTANA; ;R DOMINGOS CRESCENCIO ;358;-30,04911766;-51,20667787
10/03/2020 01:58;371;MARIANTE X CASEMIRO DE ABREU; ;R MARIANTE ;399;-30,03129496;-51,20426243
10/03/2020 01:58;50;NACIONAL LEOPOLDINA;3366-1183 ;R DR ROMAGUERA DA CUNHA CORREA ;11;-30,01538577;-51,11194517
10/03/2020 01:58;300;SÃO MIGUEL X APARICIO BORGES; ;RUA SÃO MIGUEL ;220;-30,07271039;-51,19253853
10/03/2020 01:58;349;GOETHE X MOSTARDEIRO; ;AV GOETHE ;0;-30,02956935;-51,20114397
10/03/2020 01:58;124;SÃO LUIZ X IPIRANGA;3223-3944 ;R SAO LUIZ ;96;-30,04449755;-51,20662431
10/03/2020 01:58;317;CABRAL X JOAQUIM PEDRO SALGADO; ;R CABRAL ;1009;-30,03491368;-51,19793978
10/03/2020 01:58;260;MILLENIUM FLAT;3223-3340 ;R DR ALTER CINTRA DE OLIVEIRA ;0;-30,0548525;-51,22892875
10/03/2020 01:58;418;FABRICIO PILAR X ARTHUR ROCHA; ;R TEN CEL FABRICIO PILAR ;800;-30,02542092;-51,18925201
10/03/2020 01:58;75;SANTO ANTONIO; ;R SANTO ANTONIO ;782;-30,03209764;-51,21425087
10/03/2020 01:58;233;URUGUAI X SIQUEIRA CAMPOS; ; RUA URUGUAI ;155;-30,02816459;-51,22896591
10/03/2020 01:58;53;PORTO SECO;3340-9519 ;AV DANTE ANGELO PILLA ;98;-30,01416782;-51,11911626
10/03/2020 01:58;82;JERÔNIMO DE ORNELAS X JOÃO PESSOA;3223-4852 ;AV JERONIMO DE ORNELAS ;14;-30,04331504;-51,21449115
10/03/2020 01:58;26;ZAFFARI HIGIENÓPOLIS;3328-7880 ;AV PLINIO BRASIL MILANO ;1000;-30,02078971;-51,18132005
10/03/2020 01:58;104;PAULINO TEIXEIRA X PROTÁSIO ALVES;3331-9633 ;R CEL PAULINO TEIXEIRA ;423;-30,0380989;-51,20321511
10/03/2020 01:58;332;CEFER II X ANTONIO DE CARVALHO; ;RUA UM - CEFER II ;10;-30,05353444;-51,14707008
10/03/2020 01:58;381;PALMIRA GOBBI X BONIFACIO NUNES; ;AV PALMIRA GOBBI ;990;-29,97866611;-51,18904287
10/03/2020 01:58;4;TRIÂNGULO;3340-0110 ;R GOMES DE FREITAS ;72;-30,01075029;-51,14303018
10/03/2020 01:58;240;DR FLORES X SEN SALGADO FILHO; ;R DR FLORES ;449;-30,00763128;-51,1528061
10/03/2020 01:58;264;HOTEL INTERCITY;3337-2140 ;R PROF SARMENTO BARATA ;297;-29,99828483;-51,19399839
10/03/2020 01:58;163;CAVALHADA X EDUARDO PRADO; ;AV. DA CAVALHADA ;5088;-30,12065084;-51,22453501
10/03/2020 01:58;217;ANDRE BELO X GETULIO VARGAS; ;R CEL ANDRE BELO ;705;-30,04651736;-51,22198028
10/03/2020 01:58;274;HOTEL LANCASTER;3212-7267 ;R GEN ANDRADE NEVES ;159;-30,0307718;-51,22822459
10/03/2020 01:58;273;VICENTE DA FONTOURA;3232-7848 ;R VICENTE DA FONTOURA ;1164;-30,04918721;-51,20282887
10/03/2020 01:58;338;CARLOS VON KOSERITZ X CRISTOVÃO COLOMBO; ;R FELICISSIMO DE AZEVEDO ;1020;-30,01776137;-51,18859134
10/03/2020 01:58;194;VISCONDE DO HERVAL X GETULIO VARGAS; ;R VISCONDE DO HERVAL ;690;-30,05323474;-51,22206739
10/03/2020 01:58;212;PRAÇA MARECHAL DEODORO X DUQUE DE CAXIAS; ;PRAÇA MARECHAL DEODORO ;101;-30,03234347;-51,23012647
10/03/2020 01:58;242;DR FLORES X ANDRADAS; ;R DR FLORES ;263;-30,0067965;-51,15251777
10/03/2020 01:58;312;BENTO GONÇALVES X APARICIO BORGES; ;AV BENTO GONCALVES ;2905;-30,06305984;-51,18637333
10/03/2020 01:58;38;ALFA X PROTÁSIO ALVES;3334-4212 ;R ALFA ;55;-30,03831021;-51,17295746
10/03/2020 01:58;58;REPUBLICA X JOÃO PESSOA;3227-4355 ;R DA REPUBLICA ;24;-30,03645684;-51,22032597
10/03/2020 01:58;138;SILVADO X BENTO GONÇALVES;3315-3504 ;R TEN ALPOIM ;39;-30,06534246;-51,18193472
10/03/2020 01:58;297;ANGELO CORSO X CEL MASSOT; ;R. ANGELO CORSO ;5;-30,09756456;-51,23381977
10/03/2020 01:58;250;CARLOS CHAGAS X JULIO DE CASTILHOS; ;R CARLOS CHAGAS ;55;-30,02489098;-51,22292284
10/03/2020 01:58;479; Rua Jorge Babot Miranda x Av. Juca Batista;;R JORGE BABOT MIRANDA;80;-30,028339;-51,228538
10/03/2020 01:58;361;JOSÉ FERREIRA DA SILVA X BENTO GONÇALVES; ;R DR JOSE FERREIRA DA SILVA ;100;-30,06236823;-51,18764759
10/03/2020 01:58;259;HOTEL HOLIDAY;3388-4728 ;AV CARLOS GOMES ;565;-30,02686522;-51,1821409
10/03/2020 01:58;336;FARRAPOS X HOFFMANN; ;AV FARRAPOS;1295;-30,01933559;-51,20997915
10/03/2020 01:58;307;ASSIS BRASIL X SERTÓRIO; ;AV ASSIS BRASIL ;8282;-29,98224259;-51,11576054
10/03/2020 01:58;137;JOÃO ALFREDO X REPÚBLICA;3211-2260 ;R DA REPUBLICA ;677;-30,04023087;-51,22594601
10/03/2020 01:58;435;BOULEVARD STRIP CENTER; ;AV ASSIS BRASIL ;4320;-30,00892919;-51,14349772
10/03/2020 01:58;92;MARILAND X 24 DE OUTUBRO;3342-4398 ;AV MARILAND ;815;-30,02205292;-51,19391506
10/03/2020 01:58;342;DONA FIRMINA X BENTO GONÇALVES; ;RUA DONA FIRMINA ;11;-30,06192836;-51,17123063
